Source,Timestamp,TEAM_ID,MISSION_TIME,TIME_STAMP,PACKET_NO,ALTITUDE,PRESSURE,TEMP,BATTERY_VOLTAGE,GPS_TIME,GPS_LAT,GPS_LON,GPS_ALT,GPS_SATS,AX,AY,AZ,GXS,GYS,GZS,FLIGHTSOFTWARE_STATUS,SURFACE_TEMP,SMOKE,CARBON_DIOXIDE,AMMONIA,METHANE,CARBON_MONOXIDE,PITCH,ROLL,YAW
rocket,2025-10-30T02:12:27.647Z,0.1,,,,,,-0.01,,340.81,,90.67,-10.43,-134.93,,,,,,,,,,,,,,,,
rocket,2025-10-30T02:12:27.677Z,2024-ASI-ROCKETRY-036,2025-10-29 19:37:21,,1245,-122.07,1004.2024-ASI-ROCKETRY-036,2025-10-29 19:37:21,1246,-122.07,1004.92,30.87,0.02,07:41:46 IST,26.720929,84.303223,152.8,,-0.02,-0.03,0.08,,,,,,,-0.01,,340.38
rocket,2025-10-30T02:12:27.728Z,2024-ASI-ROCKETRY-036,2025-10-29 19:37:21,,1247,-122.07,1004.92024-ASI-ROCKETRY-036,2025-10-29 19:37:28,1249,-122.05,1004.9,30.89,0.02,07:41:46 IST,26.720929,84.303223,152.8,,-0.02,,0.08,,,,,,,-0.01,,340.38
rocket,2025-10-30T02:12:27.754Z,2024-ASI-ROCKETRY-036,2025-10-29 19:37:28,,1250,-122.05,1004.902024-ASI-ROCKETRY-036,2025-10-29 19:37:28,1251,-122.05,1004.9,30.89,0.02,07:41:46 IST,26.720929,84.303223,152.8,,-0.02,,,,,,,,,-0.01,,341.68
rocket,2025-10-30T02:12:27.776Z,2024-ASI-ROCKETRY-036,2025-10-29 19:37:28,,1252,-122.05,1004.92024-ASI-ROCKETRY-036,2025-10-29 19:37:35,1254,-122.43,1004.91,30.9,0.01,07:42:06 IST,26.720929,84.303223,152.8,,0.03,0.04,,,,,,,,-0.01,,341.68
rocket,2025-10-30T02:12:27.881Z,2024-ASI-ROCKETRY-036,2025-10-29 19:37:35,,1255,-122.43,1004.912024-ASI-ROCKETRY-036,2025-10-29 19:37:35,1256,-122.43,1004.91,30.9,0.01,07:42:06 IST,26.720929,84.303223,152.8,,0.03,0.04,0.06,,,,,,,-0.01,,340.81
rocket,2025-10-30T02:12:27.927Z,2024-ASI-ROCKETRY-036,2025-10-29 19:37:35,,1257,-122.43,1004.91,2024-ASI-ROCKETRY-036,2025-10-29 19:37:41,1259,-122.13,1004.97,30.91,0.01,07:42:06 IST,26.720929,84.303223,152.8,,-0.02,-0.04,0.06,,,,,,,-0.01,
rocket,2025-10-30T02:12:27.977Z,2024-ASI-ROCKETRY-036,2025-10-29 19:37:41,,1260,-122.13,1004.92024-ASI-ROCKETRY-036,2025-10-29 19:37:41,1261,-122.13,1004.97,30.91,0.01,07:42:06 IST,26.720929,84.303223,152.8,,-0.02,-0.04,-0.05,,,,,,,-0.01,,340.38
rocket,2025-10-30T02:12:28.099Z,2024-ASI-ROCKETRY-036,2025-10-29 19:37:41,,1262,-122.13,1004.2024-ASI-ROCKETRY-036,2025-10-29 19:37:48,1264,-121.64,1004.98,30.92,0.01,07:42:06 IST,26.720929,84.303223,152.8,,-0.02,,-0.05,,,,,,,-0.01,,340.38
rocket,2025-10-30T02:12:28.149Z,2024-ASI-ROCKETRY-036,2025-10-29 19:37:48,,1265,-121.64,1004.92024-ASI-ROCKETRY-036,2025-10-29 19:37:48,1266,-121.64,1004.98,30.92,0.01,07:42:06 IST,26.720929,84.303223,152.8,,-0.02,,-0.07,,,,,,,-0.01,,339.51
rocket,2025-10-30T02:12:28.376Z,2024-ASI-ROCKETRY-036,2025-10-29 19:37:48,,1267,-121.64,1004.92024-ASI-ROCKETRY-036,2025-10-29 19:37:55,1269,866.61,1004.83,30.89,0.02,07:42:06 IST,26.720929,84.303223,152.8,,84.83,22.02,-0.07,,,,,,,-0.01,,339.51
rocket,2025-10-30T02:12:41.501Z,2024-ASI-ROCKETRY-036,2025-10-29 19:37:55,,1272,866.61,1004.83,30.89,0.02,07:42:06 IST,26.720929,84.303223,152.8,,84.83,22.02,-148.12,,,,,-0.01,,351.92,,,,90.6,-10.49,-134.88
rocket,2025-10-30T02:12:45.449Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:01,,1273,866.61,1004.83,30.89,0.02,07:42:06 IST,26.720929,84.303223,152.8,,84.83,22.02,-148.12,,,,,-0.01,,351.92,,,,90.6,-10.49,-134.88
rocket,2025-10-30T02:12:45.480Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:01,,1274,590.26,887.73,30.88,0.02,07:42:06 IST,26.720929,84.303223,152.8,,84.83,22.02,-148.12,-55.84,204.68,-3.69,,-2.33,,351.92,,,,143.51,65.6,-150.21
rocket,2025-10-30T02:12:45.499Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:01,,1275,590.26,887.73,30.88,0.02,07:42:06 IST,26.720929,84.303223,152.8,,84.83,22.02,-148.12,-55.84,204.68,-3.69,,-2.33,,386.97,,,,143.51,65.6,-150.21
rocket,2025-10-30T02:12:45.532Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:01,,1276,590.26,887.73,30.88,0.02,07:42:06 IST,26.720929,84.303223,152.8,,84.83,22.02,41.58,-55.84,204.68,-3.69,1,-2.33,,386.97,,,,143.51,65.6,-150.21
rocket,2025-10-30T02:12:45.580Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:01,,1277,590.26,887.73,30.88,0.02,07:42:06 IST,26.720929,84.303223,152.8,,84.83,22.02,41.58,-55.84,204.68,-3.69,1,-2.33,,386.97,,,,143.51,65.6,-150.21
rocket,2025-10-30T02:12:45.614Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:08,,1278,590.26,887.73,30.88,0.02,07:42:40 IST,26.720929,84.303223,152.8,,84.83,22.02,41.58,-55.84,204.68,-3.69,1,-2.33,,386.97,,,,143.51,65.6,-150.21
rocket,2025-10-30T02:12:45.622Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:08,,1279,-375.94,923.42,30.89,0.01,07:42:40 IST,26.720929,84.303223,152.8,,-38.31,11.23,41.58,36.82,-54.61,10.63,1,-0.01,,386.97,,,,-100.47,-19.08,138.19
rocket,2025-10-30T02:12:45.641Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:08,,1280,-375.94,923.42,30.89,0.01,07:42:40 IST,26.720929,84.303223,152.8,,-38.31,11.23,41.58,36.82,-54.61,10.63,1,-0.01,1.27,407.06,2.45,,,-100.47,-19.08,138.19
rocket,2025-10-30T02:12:45.702Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:08,,1281,-375.94,923.42,30.89,0.01,07:42:40 IST,26.720929,84.303223,152.8,,-38.31,11.23,133.21,36.82,-54.61,10.63,1,-0.01,1.27,407.06,2.45,,,-100.47,-19.08,138.19
rocket,2025-10-30T02:12:46.497Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:08,,1282,-375.94,923.42,30.89,0.01,07:42:40 IST,26.720929,84.303223,152.8,,-38.31,11.23,133.21,36.82,-54.61,10.63,1,-0.01,1.27,407.06,2.45,,,-100.47,-19.08,138.19
rocket,2025-10-30T02:12:47.785Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:15,,1283,-375.94,923.42,30.89,0.01,07:42:40 IST,26.720929,84.303223,152.8,,-38.31,11.23,133.21,36.82,-54.61,10.63,1,-0.01,1.27,407.06,2.45,,,-100.47,-19.08,138.19
rocket,2025-10-30T02:12:48.929Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:15,,1284,-412.25,927.78,30.91,0.01,07:42:40 IST,26.720929,84.303223,152.8,,-0.06,0.3,133.21,49.46,-62.11,-0.22,1,-0.01,1.27,407.06,2.45,,,-99.65,-18.75,141.48
rocket,2025-10-30T02:12:50.028Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:15,,1285,-412.25,927.78,30.91,0.01,07:42:40 IST,26.720929,84.303223,152.8,,-0.06,0.3,133.21,49.46,-62.11,-0.22,1,-0.01,,383.08,,,,-99.65,-18.75,141.48
rocket,2025-10-30T02:12:52.114Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:15,,1286,-412.25,927.78,30.91,0.01,07:42:40 IST,26.720929,84.303223,152.8,,-0.06,0.3,5.46,49.46,-62.11,-0.22,1,-0.01,,383.08,,,,-99.65,-18.75,141.48
rocket,2025-10-30T02:12:53.165Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:15,,1287,-412.25,927.78,30.91,0.01,07:42:40 IST,26.720929,84.303223,152.8,,-0.06,0.3,5.46,49.46,-62.11,-0.22,1,-0.01,,383.08,,,,-99.65,-18.75,141.48
rocket,2025-10-30T02:12:54.434Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:22,,1288,-412.25,927.78,30.91,0.01,07:42:40 IST,26.720929,84.303223,152.8,,-0.06,0.3,5.46,49.46,-62.11,-0.22,1,-0.01,,383.08,,,,-99.65,-18.75,141.48
rocket,2025-10-30T02:12:55.613Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:22,,1289,-448.2,931.99,30.89,0.01,07:42:40 IST,26.720929,84.303223,152.8,,0.05,0.23,5.46,1.45,-10.52,-3.13,1,-0.01,,383.08,,,,-111.06,-11.97,-67.6
rocket,2025-10-30T02:12:56.685Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:22,,1290,-448.2,931.99,30.89,0.01,07:42:40 IST,26.720929,84.303223,152.8,,0.05,0.23,5.46,1.45,-10.52,-3.13,1,-0.01,,363.53,,,,-111.06,-11.97,-67.6
rocket,2025-10-30T02:12:58.793Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:22,,1291,-448.2,931.99,30.89,0.01,07:42:40 IST,26.720929,84.303223,152.8,,0.05,0.23,5.41,1.45,-10.52,-3.13,1,-0.01,,363.53,,,,-111.06,-11.97,-67.6
rocket,2025-10-30T02:13:00.225Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:22,,1292,-448.2,931.99,30.89,0.01,07:42:40 IST,26.720929,84.303223,152.8,,0.05,0.23,5.41,1.45,-10.52,-3.13,1,-0.01,,363.53,,,,-111.06,-11.97,-67.6
rocket,2025-10-30T02:13:07.090Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:28,,1293,-448.2,931.99,30.89,0.01,07:43:00 IST,26.720929,84.303223,152.8,,0.05,0.23,5.41,1.45,-10.52,-3.13,1,-0.01,,363.53,,,,-111.06,-11.97,-67.6
rocket,2025-10-30T02:13:07.126Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:28,,1294,-483.02,936.02,30.87,0.01,07:43:00 IST,26.720929,84.303223,152.8,,0.05,0.23,5.41,4.48,-49.35,-19.02,1,-3.83,,363.53,,,,-111.2,-11.92,-67.11
rocket,2025-10-30T02:13:07.146Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:28,,1295,-483.02,936.02,30.87,0.01,07:43:00 IST,26.720929,84.303223,152.8,,0.05,0.23,5.41,4.48,-49.35,-19.02,1,-3.83,,345.98,,,,-111.2,-11.92,-67.11
rocket,2025-10-30T02:13:07.191Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:28,,1296,-483.02,936.02,30.87,0.01,07:43:00 IST,26.720929,84.303223,152.8,,0.05,0.23,5.22,4.48,-49.35,-19.02,1,-3.83,,345.98,,,,-111.2,-11.92,-67.11
rocket,2025-10-30T02:13:07.225Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:28,,1297,-483.02,936.02,30.87,0.01,07:43:00 IST,26.720929,84.303223,152.8,,0.05,0.23,5.22,4.48,-49.35,-19.02,1,-3.83,,345.98,,,,-111.2,-11.92,-67.11
rocket,2025-10-30T02:13:07.742Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:35,,1298,-483.02,936.02,30.87,0.01,07:43:00 IST,26.720929,84.303223,152.8,,0.05,0.23,5.22,4.48,-49.35,-19.02,1,-3.83,,345.98,,,,-111.2,-11.92,-67.11
rocket,2025-10-30T02:13:08.885Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:35,,1299,-520.57,939.83,30.87,0.01,07:43:00 IST,26.720929,84.303223,152.8,,-0.19,-0.04,5.22,2.46,4.25,-1.12,1,-0.01,,345.98,,,,-107.49,-17.89,-93.79
rocket,2025-10-30T02:13:10.019Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:35,,1300,-520.57,939.83,30.87,0.01,07:43:00 IST,26.720929,84.303223,152.8,,-0.19,-0.04,5.22,2.46,4.25,-1.12,1,-0.01,,335.13,,,,-107.49,-17.89,-93.79
rocket,2025-10-30T02:13:12.073Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:35,,1301,-520.57,939.83,30.87,0.01,07:43:00 IST,26.720929,84.303223,152.8,,-0.19,-0.04,5.66,2.46,4.25,-1.12,1,-0.01,,335.13,,,,-107.49,-17.89,-93.79
rocket,2025-10-30T02:13:13.098Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:35,,1302,-520.57,939.83,30.87,0.01,07:43:00 IST,26.720929,84.303223,152.8,,-0.19,-0.04,5.66,2.46,4.25,-1.12,1,-0.01,,335.13,,,,-107.49,-17.89,-93.79
rocket,2025-10-30T02:13:14.394Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:42,,1303,-520.57,939.83,30.87,0.01,07:43:00 IST,26.720929,84.303223,152.8,,-0.19,-0.04,5.66,2.46,4.25,-1.12,1,-0.01,,335.13,,,,-107.49,-17.89,-93.79
rocket,2025-10-30T02:13:15.580Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:42,,1304,-556.78,943.9,30.85,0.01,07:43:00 IST,26.720929,84.303223,152.8,,-0.18,-0.05,5.66,2.35,4.81,-0.9,1,-0.01,,335.13,,,,-105.63,-21.5,-79.61
rocket,2025-10-30T02:13:16.677Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:42,,1305,-556.78,943.9,30.85,0.01,07:43:00 IST,26.720929,84.303223,152.8,,-0.18,-0.05,5.66,2.35,4.81,-0.9,1,-0.01,,329.35,,,,-105.63,-21.5,-79.61
rocket,2025-10-30T02:13:18.769Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:42,,1306,-556.78,943.9,30.85,0.01,07:43:00 IST,26.720929,84.303223,152.8,,-0.18,-0.05,5.45,2.35,4.81,-0.9,1,-0.01,,329.35,,,,-105.63,-21.5,-79.61
rocket,2025-10-30T02:13:19.807Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:42,,1307,-556.78,943.9,30.85,0.01,07:43:00 IST,26.720929,84.303223,152.8,,-0.18,-0.05,5.45,2.35,4.81,-0.9,1,-0.01,,329.35,,,,-105.63,-21.5,-79.61
rocket,2025-10-30T02:13:21.086Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:48,,1308,-556.78,943.9,30.85,0.01,07:43:20 IST,26.720929,84.303223,152.8,,-0.18,-0.05,5.45,2.35,4.81,-0.9,1,-0.01,,329.35,,,,-105.63,-21.5,-79.61
rocket,2025-10-30T02:13:22.239Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:48,,1309,-592.71,947.96,30.86,0.02,07:43:20 IST,26.720929,84.303223,152.8,,0.68,0.14,5.45,-8.39,55.95,13.43,1,-0.01,,329.35,,,,-110.6,-9.6,-131.4
rocket,2025-10-30T02:13:23.342Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:48,,1310,-592.71,947.96,30.86,0.02,07:43:20 IST,26.720929,84.303223,152.8,,0.68,0.14,5.45,-8.39,55.95,13.43,1,-0.01,,325.29,,,,-110.6,-9.6,-131.4
rocket,2025-10-30T02:13:25.443Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:48,,1311,-592.71,947.96,30.86,0.02,07:43:20 IST,26.720929,84.303223,152.8,,0.68,0.14,5.36,-8.39,55.95,13.43,1,-0.01,,325.29,,,,-110.6,-9.6,-131.4
rocket,2025-10-30T02:13:26.450Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:48,,1312,-592.71,947.96,30.86,0.02,07:43:20 IST,26.720929,84.303223,152.8,,0.68,0.14,5.36,-8.39,55.95,13.43,1,-0.01,,325.29,,,,-110.6,-9.6,-131.4
rocket,2025-10-30T02:13:27.744Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:55,,1313,-592.71,947.96,30.86,0.02,07:43:20 IST,26.720929,84.303223,152.8,,0.68,0.14,5.36,-8.39,55.95,13.43,1,-0.01,,325.29,,,,-110.6,-9.6,-131.4
rocket,2025-10-30T02:13:29.017Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:55,,1314,-628.77,951.96,30.85,0.01,07:43:20 IST,26.720929,84.303223,152.8,,0.49,0.16,5.36,-5.37,49.13,11.41,1,-0.01,,325.29,,,,-107.68,-14.75,-50.03
rocket,2025-10-30T02:13:39.609Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:55,,1316,-628.77,951.96,30.85,0.01,07:43:20 IST,26.720929,84.303223,152.8,,0.49,0.16,5.41,-5.37,49.13,11.41,1,-0.01,,324.38,,,,-107.68,-14.75,-50.03
rocket,2025-10-30T02:13:39.886Z,2024-ASI-ROCKETRY-036,2025-10-29 19:38:55,,1317,-628.77,951.96,30.85,0.01,07:43:20 IST,26.720929,84.303223,152.8,,0.49,0.16,5.41,-5.37,49.13,11.41,1,-0.01,,324.38,,,,-107.68,-14.75,-50.03
rocket,2025-10-30T02:13:39.911Z,2024-ASI-ROCKETRY-036,2025-10-29 19:39:02,,1318,-628.77,951.96,30.85,0.01,07:43:20 IST,26.720929,84.303223,152.8,,0.49,0.16,5.41,-5.37,49.13,11.41,1,-0.01,,324.38,,,,-107.68,-14.75,-50.03
rocket,2025-10-30T02:13:39.969Z,2024-ASI-ROCKETRY-036,2025-10-29 19:39:02,,1319,-664.39,955.97,30.85,0.01,07:43:20 IST,26.720929,84.303223,152.8,,-0.14,-0.04,5.41,7.5,-21.71,-12.53,1,-0.01,,324.38,,,,-113.28,-15.81,26.63
rocket,2025-10-30T02:13:39.998Z,2024-ASI-ROCKETRY-036,2025-10-29 19:39:02,,1320,-664.39,955.97,30.85,0.01,07:43:20 IST,26.720929,84.303223,152.8,,-0.14,-0.04,5.41,7.5,-21.71,-12.53,1,-0.01,,323.01,,,,-113.28,-15.81,26.63
rocket,2025-10-30T02:13:40.021Z,2024-ASI-ROCKETRY-036,2025-10-29 19:39:02,,1321,-664.39,955.97,30.85,0.01,07:43:20 IST,26.720929,84.303223,152.8,,-0.14,-0.04,5.36,7.5,-21.71,-12.53,1,-0.01,,323.01,,,,-113.28,-15.81,26.63
rocket,2025-10-30T02:13:40.074Z,2024-ASI-ROCKETRY-036,2025-10-29 19:39:02,,1322,-664.39,955.97,30.85,0.01,07:43:20 IST,26.720929,84.303223,152.8,,-0.14,-0.04,5.36,7.5,-21.71,-12.53,1,-0.01,,323.01,,,,-113.28,-15.81,26.63
rocket,2025-10-30T02:13:41.091Z,2024-ASI-ROCKETRY-036,2025-10-29 19:39:08,,1323,-664.39,955.97,30.85,0.01,07:43:40 IST,26.720929,84.303223,152.8,,-0.14,-0.04,5.36,7.5,-21.71,-12.53,1,-0.01,,323.01,,,,-113.28,-15.81,26.63
rocket,2025-10-30T02:13:42.196Z,2024-ASI-ROCKETRY-036,2025-10-29 19:39:08,,1324,-698.14,959.95,30.86,0.01,07:43:40 IST,26.720929,84.303223,152.8,,0.05,-0.18,5.36,7.95,-22.72,-13.2,1,-0.01,,323.01,,,,-109.74,-19.23,-10.54
rocket,2025-10-30T02:13:43.314Z,2024-ASI-ROCKETRY-036,2025-10-29 19:39:08,,1325,-698.14,959.95,30.86,0.01,07:43:40 IST,26.720929,84.303223,152.8,,0.05,-0.18,5.36,7.95,-22.72,-13.2,1,-0.01,,321.63,,,,-109.74,-19.23,-10.54
rocket,2025-10-30T02:13:45.385Z,2024-ASI-ROCKETRY-036,2025-10-29 19:39:08,,1326,-698.14,959.95,30.86,0.01,07:43:40 IST,26.720929,84.303223,152.8,,0.05,-0.18,5.07,7.95,-22.72,-13.2,1,-0.01,,321.63,,,,-109.74,-19.23,-10.54
rocket,2025-10-30T02:13:46.415Z,2024-ASI-ROCKETRY-036,2025-10-29 19:39:08,,1327,-698.14,959.95,30.86,0.01,07:43:40 IST,26.720929,84.303223,152.8,,0.05,-0.18,5.07,7.95,-22.72,-13.2,1,-0.01,,321.63,,,,-109.74,-19.23,-10.54
rocket,2025-10-30T02:13:47.700Z,2024-ASI-ROCKETRY-036,2025-10-29 19:39:15,,1328,-698.14,959.95,30.86,0.01,07:43:40 IST,26.720929,84.303223,152.8,,0.05,-0.18,5.07,7.95,-22.72,-13.2,1,-0.01,,321.63,,,,-109.74,-19.23,-10.54
rocket,2025-10-30T02:13:48.839Z,2024-ASI-ROCKETRY-036,2025-10-29 19:39:15,,1329,-732.63,963.75,30.85,0.01,07:43:40 IST,26.720929,84.303223,152.8,,0.05,-0.18,5.07,-1.01,11.19,4.36,1,-0.01,,321.63,,,,-108.96,-16.39,-31.33
rocket,2025-10-30T02:13:49.937Z,2024-ASI-ROCKETRY-036,2025-10-29 19:39:15,,1330,-732.63,963.75,30.85,0.01,07:43:40 IST,26.720929,84.303223,152.8,,0.05,-0.18,5.07,-1.01,11.19,4.36,1,-0.01,,321.17,,,,-108.96,-16.39,-31.33
rocket,2025-10-30T02:13:52.046Z,2024-ASI-ROCKETRY-036,2025-10-29 19:39:15,,1331,-732.63,963.75,30.85,0.01,07:43:40 IST,26.720929,84.303223,152.8,,0.05,-0.18,5.18,-1.01,11.19,4.36,1,-0.01,,321.17,,,,-108.96,-16.39,-31.33
rocket,2025-10-30T02:13:53.052Z,2024-ASI-ROCKETRY-036,2025-10-29 19:39:15,,1332,-732.63,963.75,30.85,0.01,07:43:40 IST,26.720929,84.303223,152.8,,0.05,-0.18,5.18,-1.01,11.19,4.36,1,-0.01,,321.17,,,,-108.96,-16.39,-31.33
rocket,2025-10-30T02:13:54.368Z,2024-ASI-ROCKETRY-036,2025-10-29 19:39:22,,1333,-732.63,963.75,30.85,0.01,07:43:40 IST,26.720929,84.303223,152.8,,0.05,-0.18,5.18,-1.01,11.19,4.36,1,-0.01,,321.17,,,,-108.96,-16.39,-31.33
rocket,2025-10-30T02:13:55.485Z,2024-ASI-ROCKETRY-036,2025-10-29 19:39:22,,1334,-767.6,967.68,30.85,0.01,07:43:40 IST,26.720929,84.303223,152.8,,0.05,-0.18,5.18,3.69,-4.48,-7.72,1,-0.01,,321.17,,,,-108.87,-16.31,-31.84
rocket,2025-10-30T02:13:56.584Z,2024-ASI-ROCKETRY-036,2025-10-29 19:39:22,,1335,-767.6,967.68,30.85,0.01,07:43:40 IST,26.720929,84.303223,152.8,,0.05,-0.18,5.18,3.69,-4.48,-7.72,1,-0.01,,320.71,,,,-108.87,-16.31,-31.84
